term,definition,POS,notes
gonne,a long gown worn by either sex,f,"historical, chiefly Middle Ages] "
gonocoque,gonococcus (Neisseria gonorrhoeae),m,
gonorrhée,gonorrhea,f,pathology] 
gonorrhœe,obsolete form of gonorrhée,f,
gonosome,synonym of allosome,m,genetics] 
gonosome,gonosome,m,zoology] 
gonze,"guy, bloke",m,"slang, dated] "
gonzesse,"chick, bird, broad (woman)",f,slang] 
googlage,googling (the use of Google to find information on the Internet),m,Internet] 
googler,to google (to search for on the Internet),v,
GOQ,abbreviation of Ordre national du Québec,prop} {m,
gord,"crawl, a stake enclosure at a body of water to catch fish",m,
gordien,Gordian,adj,
goret,piglet,m,
gorette,feminine noun of goret,f,
gorfou,crested penguin,m,
gorge,throat,f,
gorge,breast,f,
gorge,gorge,f,
gorge-de-pigeon,iridescent (like the colours of a pigeon's breast),adj,
gorgée,sip; gulp,f,
gorger,to gorge oneself (eat greedily),v,
gorgerette,"gorget, wimple",f,historical] 
gorgerin,gorget (armor for throat),m,historical] 
gorgerin,"gorget, wimple (piece of clothing)",m,historical] 
gorgerin,gorgerin,m,architecture] 
gorgerin,"In Ancient Egypt, an heavy and rather bulky jewel which rested on the chest skin or a short-sleeved shirt, and tied at the back",m,
gorgonzola,gorgonzola,m,
gorille,gorilla (ape),m,
gorille,goon,m,
gorlique,gorlic,adj,organic chemistry] 
gorzien,Gorzian,adj,
gosier,"gullet, back of the throat, pharynx (the part of the throat leading to the esophagus)",m,
gosier,"larynx, voicebox",m,by analogy] 
gospel,gospel,m,music] 
gosse,"child, kid",mf,colloquial] 
gosse,testicle,f,"Canada, colloquial] "
gotha,aristocracy,m,
gotha,high society,m,
gothique,Gothic language,m,
gothique,Gothic script,m,
gothique,Gothic architecture,m,
gothique,Gothic,adj,
gothiquement,Gothically (in a Gothic style or way),adv,
gotique,alternative spelling of gothique,m,
gotique,alternative spelling of gothique,adj,
Gotland,Gotland,prop,
goton,"wench, doxy, slattern, slut",f,obsolete] 
gouache,gouache,f,
gouacher,To paint with gouache,v,art] 
gouaille,banter (cheeky humour),f,
gouailler,"to mock, to jeer at",v,
gouaillerie,mockery,f,
gouailleur,mocking,adj,
goualant,chanting,adj,
goualer,to chant,vt,
goualeur,singer,m,
goualeuse,female equivalent of goualeur,f,
gouape,blackguard,f,dated] 
gouda,gouda (semi-hard Dutch cheese),m,
Goudeau,surname,prop,
goudjarati,alternative spelling of gujarati,m,
Goudjarati,alternative spelling of Gujarati,m,
Goudreau,surname,prop,
goudron,tar (substance),m,
goudronnage,tarring,m,
goudronner,to tar; to tar up (to cover with tar),vt,
goudronner,to tarmac,vt,
goudronneux,tarry,adj,
gouffre,"pit or shaft cave, pothole",m,
gouffre,chasm,m,
gouge,gouge (groove),f,
gouge,gouge (tool),f,
gouge,female servant,f,obsolete] 
gouge,prostitute,f,archaic] 
gouger,to work (a material) with a gouge,vt,
gouger,to do (a soldered joint) again to eliminate roughness by deepening it,vt,
gougère,gougère,f,
gougnafier,"good-for-nothing, ne'er-do-well",m,
gougnafier,boorish person,m,
gougoune,flip-flop (footwear),f,"Quebec, colloquial] "
gouille,"puddle, pond",f,"Switzerland, Bugey, Savoie] "
gouille,"sea, ocean",f,by extension] 
gouille,low-quality alcohol,f,figurative] 
Gouin,surname of Norman origin,prop,
gouine,"dyke, lesbian",f,"vulgar, slang, pejorative] "
goujat,"boor, churl",m,
goujat,"dogsbody, lackey",m,"archaic, military] "
goujat,crude and offensive,adj,
goujatement,crudely offensively,adv,
goujaterie,boorishness,f,
goujon,gudgeon (fish),m,
goujon,"dowel, pin",m,
goulag,gulag,m,
Goulart,surname,prop,
goule,ghoul (spirit; ghost),f,
goule,nonstandard form of gueule,f,slang] 
goulée,"gulp, mouthful",f,
goulet,bottleneck (obstruction),m,
goulet,bottleneck (narrow part of a bottle),m,dated] 
gouleyant,lively (of a wine),adj,
goulot,bottleneck (narrow part of a bottle),m,
goulu,gluttonous (given to excessive eating; prone to overeating),adj,
goulu,glutton,m,
goulument,"greedily, gluttonously",adv,
goulûment,alternative form of goulument,adv,
goum,"In North Africa, a squadron of the French army made up of native soldiers",m,
goumier,"In North Africa, a soldier in the French army recruited from the native population",m,historical] 
goupil,fox,m,obsolete] 
goupille,pin,f,
goupille,cotter pin,f,
goupiller,to pin (together),vtr,
goupillon,"aspergillum, aspergil",m,religion] 
goupillon,bottlebrush,m,
gourami,gourami,m,
gourbi,gourbi,m,North Africa] 
gourbi,"shack, hovel",m,colloquial] 
gourd,numb,adj,
gourd,"maladroit, gauche",adj,
gourde,gourd,f,
gourde,"water bottle; flask; canteen (water bottle used by soldiers, camper etc.)",f,by extension] 
gourde,"clot, dope; idiot",f,colloquial] 
gourdement,numbly,adv,
gourdement,maladroitly,adv,
gourdin,"club, bat",m,weapons] 
gourer,"To goof up, to mess up, to screw up",vr,
gourer,"To doubt something, to be wary of something",vr,
gourgouran,grogram,m,
gourmade,punch to the face,f,
gourmand,eating a lot,adj,
gourmand,"having a love for good food, demanding of food quality",adj,more recently] 
gourmand,"a person who eats a lot, or who has refined tastes in food",m,
gourmandement,greedily,adv,
gourmander,to scold,vt,
gourmander,to lard [food],vt,
gourmandise,delicacy (a pleasing food),f,
gourmandise,culinary taste; joie de manger,f,uncountable] 
gourmandise,gluttony,f,uncountable] 
gourmet,"a wine expert, especially one who is adept at determining the label, date, and sundry other qualities solely by smatch",m,of wines] 
gourmet,"[more commonly] a culinary connoisseur, gourmet",m,
gourmette,curb chain,f,equestrian] 
gourmette,chain bracelet,f,
gourou,guru,m,
Goussainvillois,someone of or from Goussainville,m,
Goussainvilloise,feminine noun of Goussainvillois,f,
gousse,legume,f,
gousse,clove (of garlic),f,
gousset,gusset,m,
gout,alternative spelling of goût,m,
goût,"taste, flavour",m,
goût,"taste, discrimination",m,
goût,taste (sense),m,
goût,appetite,m,
gouter,alternative spelling of goûter,v,
gouter,alternative spelling of goûter,m,
goûter,"to taste, to try (to sample something orally)",v,
goûter,to taste like,v,"Belgium, Quebec] "
goûter,"to approve, to appreciate",v,figurative] 
goûter,nuncheon,m,
goûter,meal similar to breakfast taken around 4 P.M,m,France] 
gouteux,alternative spelling of goûteux,adj,
goûteux,tasty,adj,of food] 
goutte,droplet,f,
goutte,goutte,f,heraldiccharge] 
goutte,gout (disease),f,
goutte,rivulet; brook,f,regional] 
goutte,eau de vie,f,slang] 
goutte,not,adv,"obsolete, used with ""ne""] "
goutteler,To drip (fall in droplets),v,
gouttelette,droplet,f,
goutter,to drip (to fall one drop at a time),v,
goutteux,gouty,adj,
gouttière,"gutter, eavestrough",f,
gouttière,drainpipe,f,
gouttière,mouthguard,f,
gouttière,splint (to immobilise a body part),f,
gouttière,fuller (groove in a blade),f,
goutu,"tasty, yummy (having a pleasant or satisfying flavor)",adj,
gouvernable,governable,adj,
gouvernail,rudder (underwater vane used to steer a vessel),m,
gouvernance,governance,f,
gouvernant,governing,adj,
gouvernement,government,m,
gouvernemental,governmental,adj,
gouverner,to govern,v,
gouverner,to steer,v,
gouverneur,governor,m,
gouverneure,female equivalent of gouverneur,f,
gouvernment,obsolete form of gouvernement,m,
gouvernorat,governorate; governorship,m,
gow,"a girl, chick",f,slang] 
goyave,guava (fruit),f,
goyavier,"guava, guava tree",m,
goyesque,Goyaesque,adj,
goyesquement,Goyaesquely,adv,
Gozo,Gozo,prop,
gp,abbreviation of glycoprotéine,n,
GPA,(gestation pour autrui) surrogacy,f,
GPL,initialism of gaz de pétrole liquéfié; liquid petroleum gas (LPG),n,
graal,Holy Grail,m,
grabat,dirty bed,m,archaic] 
grabat,pallet,m,
grabataire,bedridden,adj,
grabot,cotton ball,m,Louisiana French] 
grabuge,"scrap, ruckus; mayhem",m,colloquial] 
grabuge,quarrel (discussion that turns violent),m,colloquial] 
grâce,"grace, charm",f,
grâce,favour,f,
grâce,mercy,f,
gracier,"to pardon, to issue a pardon to",v,
gracieusement,gracefully; elegantly,adv,
gracieuseté,courtesy,f,
gracieux,graceful,adj,
gracieux,"free of charge (""à titre gracieux"")",adj,
gracile,gracile,adj,
gracilement,slenderly,adv,
gracilité,"slenderness of voice, shrillness",f,
gradation,gradation,f,
grade,rank,m,
grade,gradian,m,geometry] 
gradé,NCO or officer (attributive),adj,military] 
gradé,rank,m,military] 
gradin,tier (of hall etc.),m,
gradin,terrace (of arena),m,
gradin,bleachers,m,
graduateur,"dimmer, rheostat",m,
gradué,graduated (having graduations),adj,
gradué,graded,adj,
graduel,gradual,adj,
graduellement,gradually,adv,
graduer,to graduate,vt,
Græc,obsolete form of Grec,m,
Græce,obsolete form of Grèce,f,
græco-latin,obsolete form of gréco-latin,adj,
Græcque,feminine singular of Græc,f,
graf,clipping of graffiti,m,slang] 
graff,clipping of graffiti,m,slang] 
graffer,To graffiti,v,
graffeur,A graffiti artist,m,slang] 
graffiteur,graffiti artist,m,
graffiteuse,feminine noun of graffiteur,f,
graffiti,graffiti,m,
graffiti,graffito,m,
grailler,to nosh (eat),vit,colloquial] 
grailler,to blow the horn while hunting,vi,
grailler,to screech [of a raven or crow],vi,
grailler,to charge a gun with ammunition,vi,
grain,grain,m,
grain,"a small amount, a bit",m,figurative] 
grain,"squall, thunderstorm",m,nautical] 
graine,seed (fertilized grain),f,
graine,"dick, penis",f,"Quebec, slang] "
grainer,to granulate,v,
grainer,to seed,v,
graineterie,grain / seed selling (or shop),f,
grainetier,seed / grain merchant,m,
grainetière,feminine noun of grainetier,f,
graissage,greasing; lubrication,m,
graisse,grease,f,
graisse,fat,f,
graisser,"to grease, oil, lubricate",vt,
graisser,to smear,vt,
graisseux,greasy,adj,
graisseux,"fatty, oily",adj,
graminée,"grass (true grass, species of Poaceae)",f,botany] 
graminicide,graminicide,m,
grammaire,grammar (the study of the morphological and syntactic rules of a language),f,uncountable] 
grammaire,a grammar textbook,f,
grammairien,grammarian,m,
grammairienne,feminine noun of grammairien,f,
grammatical,grammatical,adj,
grammaticalement,grammatically,adv,
grammaticalisation,grammaticalization,f,"grammar, linguistics] "
grammaticaliser,To grammaticalize,v,
grammatique,grammatical,adj,archaic] 
-gramme,"-gram, -gramme",suffix,
gramme,gram (unit of mass),m,
Grammont,Geraardsbergen,prop,
gramscisme,"Gramscism, Gramscianism",m,
grand,"big, great, grand",adj,
grand,tall,adj,
grand,"Great, an honorific title",adj,"usually, capitalized] "
grand,great; big fat; an intensifier,adj,
grand,"extensive, large",adj,
grand-bi,penny farthing (early bicycle),m,
grand-chelem,grand slam,m,
grand-chose,a big deal; something or someone important,pron,
grand-chose,a lot,pron,
grand-duc,grand duke,m,
grand-duc,Eurasian eagle-owl,m,
grand-ducal,grand duke,adj,attributive] 
grand-duché,grand duchy,m,
Grande-Bretagne,Great Britain,prop} {f,
grandement,"greatly, largely, deeply [to a great extent]",adv,
Grand-Estois,"A person from, or an inhabitant of, Grand Est",m,
grandeur,size,f,
grandeur,"magnitude, quantity",f,"physics, mathematics] "
grandeur,magnitude,f,astronomy] 
grandeur,grandeur,f,
grandiloquence,grandiloquence,f,
grandiloquent,grandiloquent,adj,
grandiose,grandiose,adj,
grandiosement,grandiosely,adv,
grandir,"to grow, get bigger",vi,
grandir,to magnify,vt,
grandissant,"growing, increasing",adj,
grandissime,supersized; gigantic,adj,
grand-maman,"granny, grandma",f,
grand-mère,grandmother,f,
grand-messe,"sung mass, High Mass",f,
grand-oncle,great-uncle,m,
grand-parent,grandparent (parent of someone’s parent),m,
grand-père,grandfather,m,
grand-peur,Great fear,f,literary] 
grand'peur,alternative spelling of grand-peur,f,
Grand-Rabbin,Chief Rabbi,m,
grand-russien,Great Russian,adj,
Grand-Russien,Great Russian,m,
grand-tante,great-aunt,f,
grange,a barn,f,
granit,granite (rock),m,
granité,granita (sorbet),m,
granitique,granitic,adj,
granitiquement,granitically,adv,
granulaire,granular,adj,
granulé,granule,m,
granulé,granulated,adj,
granuler,"to granulate, to grain",v,
granuleux,"grainy, granular",adj,
granulie,granulitis (acute miliary tuberculosis),f,disease] 
granulome,granuloma,m,pathology] 
granulométrie,granulometry,f,
granulométrique,granulometric,adj,
granvillais,Of or from Granville,adj,
Granville,A small town in the Manche department of Normandie,prop,
-graphe,-graph,suffix,
-graphe,-grapher,suffix,
graphe,graph,m,"chiefly mathematics, physics] "
graphème,grapheme,m,linguistics] 
graphène,graphene,m,chemistry] 
grapheur,graphics software,m,computing] 
grapheur,graphic artist / designer,m,
-graphie,-graphy,suffix,
graphie,"written form [of a word, etc.]",f,
graphie,spelling,f,
-graphique,-graphic,suffix,
graphique,graph (mathematical diagram),mf,
graphique,graphic,mf,
graphiquement,graphically (with respect to graphics),adv,
graphisme,graphic design,m,
graphisme,drawing style,m,
graphisme,graphics,m,"usually, in the plural] "
graphiste,graphic artist,mf,arts] 
graphite,graphite (form of carbon),m,
graphitique,graphitic,adj,
graphologie,graphology,f,
graphologique,graphological,adj,
graphologiquement,graphologically,adv,
graphologue,graphologist,mf,
graphomoteur,graphomotor,adj,
graphomotricité,graphomotricity,f,
graphosphère,graphosphere,f,
grappe,"bunch, cluster",f,
grappillage,A second harvest,m,
grappiller,to pick (grapes in a vine after the main harvest),v,
grappiller,"to scrape together, rake together",v,
grappin,grappling hook (a type of hook),m,
grappin,grappling irons,m,
grappin,grapple,m,
grappin,"mitt, hand",m,slang] 
gras,fat,adj,
gras,bold,adj,typography] 
gras,fat (animal tissue or substance resembling it),m,
gras-double,"A tripe dish from Lyon, France",m,
grassement,luxuriously; in luxury,adv,
grassement,generously,adv,
grasseyer,to pronounce uvularly,v,"of the phoneme /ʁ/, the letter R] "
grassmannien,Grassmannian,adj,
grassouillet,"plump, podgy",adj,
gratifiant,gratifying,adj,
gratification,gratification,f,
gratifier,To gratify,v,
gratifier,To reward,v,
gratin,gratin,m,cooking] 
gratin,"upper crust, elite",m,figurative] 
gratiner,to grill,v,cooking] 
gratiole,hedgehyssop (Gratiola officinalis),f,
gratioline,gratiolin,f,organic compound] 
gratis,"free, without charge, gratis",adv,
gratis,"free; for free, without charge",adj,
gratitude,gratitude,f,
gratos,"for free, without costing money",adv,colloquial] 
gratouiller,alternative form of grattouiller,v,
grattage,"scraping, scratching",f,
grattage,erasure,f,
grattage,grattage,f,
gratte,guitar,f,colloquial] 
gratte-ciel,skyscraper,m,
grattement,"scratching, scraping (sound)",m,
gratte-papier,pencil pusher,m,pejorative] 
gratte-papier,journo,m,pejorative] 
gratter,to scrub,v,
gratter,to scrape,v,
gratter,to scratch,vt,
gratter,to itch,vi,colloquial] 
gratter,to play the guitar,v,colloquial] 
gratteux,scratchcard,m,"Quebec, colloquial] "
gratteux,stingy,adj,"Quebec, colloquial] "
grattoir,scraper,m,
grattouiller,"to itch, scratch",vit,
gratuit,free of charge,adj,
gratuit,"gratuitous, for no reason",adj,
gratuité,gratuity; freebie,f,
gratuitement,"freely, for free",adv,
gratuitement,"without cause, gratuitously",adv,
gravatif,heavy; accompanied by a sense of weight,adj,"archaic, of a pain] "
gravats,rubble,mp,
grave,serious,adj,
grave,solemn,adj,
grave,low-pitched,adj,
grave,much; a lot,adv,"colloquial, slang] "
gravé,burned,adj,computing] 
graveleux,"gravelly, gritty",adj,
graveleux,smutty,adj,
gravelle,urinary calculus,f,pathology] 
gravelle,tartrate (precipitations in wine),f,
gravement,"seriously, badly",adv,
graver,to engrave,v,
graver,to carve (wood),v,
graver,"to burn (data, onto a CD)",v,
gravette,"ragworm, sandworm",f,
graveur,engraver,m,
graveur,burner (optical disc),m,computing] 
gravier,gravel (small fragments of rock),m,
gravier,"crushed rocks between 5 and 40 mm in diameter (used on unpaved roads, in gardens to increase drainage, etc.)",m,specifically] 
gravier,"gravel, kidney stones, gallstones",m,archaic] 
gravier,"beach woman, shoreman (individual who spreads out and dries cod on a (gravel) beach)",m,Newfoundland] 
gravifique,"gravitic, gravitational",adj,
gravillon,"fine grit, grains of stone of between six and twenty millimeters diameter",m,
gravimètre,gravimeter,m,
gravimétrie,gravimetry,f,
gravimétrique,gravimetric,adj,
gravimétriquement,gravimetrically,adv,
gravir,to climb up,v,
gravissime,"very important, very serious, very grave",adj,
gravitaire,gravity (attributive),adj,
gravitation,gravitation,f,physics] 
gravitationnel,gravitational,adj,
gravitationnellement,gravitationally,adv,
gravité,gravity,f,
graviter,"to orbit, gravitate",v,
graviton,graviton,m,physics] 
gravitonique,gravitonic,adj,physics] 
gravois,alternative form of gravats,mp,
gravure,engraving,f,
gravure,burning (optical disc),f,computing] 
gravure,A printing method using as printing form an engraved cylinder,f,
gray,gray (SI unit),m,
GRC,initialism of Gendarmerie Royale du Canada (RCMP (Royal Canadian Mounted Police) - in English),prop} {f,"law enforcement, Canada] "
gré,"satisfaction, pleasure",m,obsolete] 
gré,will; liking,m,
grèbe,grebe (bird),m,
grec,the Greek language,m,
grec,the Ancient Greek language,m,by ellipsis] 
